 delta_p[0][1]  delta_p[0][2]  delta_p[0][3]  delta_p[0][4]  delta_p[1][0]  delta_p[1][2]  delta_p[2][0]  delta_p[2][1]  delta_p[3][0]  delta_p[3][4]  delta_p[4][0]  delta_p[4][3] 
 0.003427074516359596  -0.003959059340516546  0.0029353767927489116  -0.0033866870386702885  -0.0032137924528861106  1.420675864238774E-5  0.004101153784542788  -1.420675864238774E-5  -0.0027116195527128184  1.215723673908542E-5  0.0035404381032435595  -1.215723673908542E-5 
 0.0033668366429786545  -0.0038924233415364995  0.0028801976526295903  -0.0033255324686507493  -0.003156539381492962  1.3968086527427204E-5  0.004031505162689797  -1.3968086527427204E-5  -0.0026590531359005354  1.1938037673075996E-5  0.0034766274270907616  -1.1938037673075996E-5 
 0.0032920269576379724  -0.0038088609861297584  0.0028075883077463004  -0.003244177010017779  -0.0030853444118079665  1.366865325636013E-5  0.003944522555883623  -1.366865325636013E-5  -0.0025897004387474  1.1646338279547308E-5  0.0033922161641584125  -1.1646338279547308E-5 
 0.0032250832616291802  -0.003734287990713625  0.002742703633074939  -0.0031716374445949214  -0.0030224226314778946  1.340138163286042E-5  0.0038661488129392296  -1.340138163286042E-5  -0.0025284708422645963  1.1386203880192625E-5  0.0033162488491598197  -1.1386203880192625E-5 
 0.00807690465175881  -0.00935939650711859  0.0075996574422561025  -0.008794943844748104  -0.007951904822618872  3.3589031176006756E-5  0.009564170728506127  -3.3589031176006756E-5  -0.00746712734373034  3.1574455249483435E-5  0.009020776439925271  -3.1574455249483435E-5 
 0.008270841215697544  -0.009590623799109466  0.007784101702085877  -0.009014475803240884  -0.008142200109553244  3.4421598453349134E-5  0.009800161886293068  -3.4421598453349134E-5  -0.007647357917946351  3.236533744654935E-5  0.009246823232516022  -3.236533744654935E-5 
 0.008551241215350558  -0.009922561673004537  0.008065671101547878  -0.009346922344107611  -0.008419136074657274  3.5613865033923275E-5  0.010135540111843255  -3.5613865033923275E-5  -0.007924802838033429  3.355979247032792E-5  0.009584532897164877  -3.355979247032792E-5 
 0.008848649665782915  -0.010274697824058876  0.008364780308340869  -0.009700160177601447  -0.008713643710301255  3.687855633316417E-5  0.010489811136991989  -3.687855633316417E-5  -0.008220322338630126  3.482882017635802E-5  0.009941795286223964  -3.482882017635802E-5 
 0.019534277019207735  -0.02269803527023484  0.01905963697571167  -0.0221175095852999  -0.019722151910578134  8.147047905993077E-5  0.022889015013777936  -8.147047905993077E-5  -0.019261425195253423  7.941591265137049E-5  0.022333686222026472  -7.941591265137049E-5 
 0.01842060023275849  -0.021436559416645906  0.01793917271635337  -0.020848969337905032  -0.018574525181481505  7.694765233168255E-5  0.021587646711097364  -7.694765233168255E-5  -0.018106029082403552  7.48654310314123E-5  0.02102358306865426  -7.48654310314123E-5 
 0.017444540912130435  -0.020331875114099063  0.016965467023126735  -0.01974758722397496  -0.017568699941566734  7.298140133826791E-5  0.0204470552324878  -7.298140133826791E-5  -0.017101700800722597  7.090947448773477E-5  0.0198846835272235  -7.090947448773477E-5 
 0.016516489240515853  -0.019279803929062922  0.01603912578744371  -0.018698017235351472  -0.016614085577934645  6.920342746496999E-5  0.01936305623269874  -6.920342746496999E-5  -0.016147955694123084  6.713904954835925E-5  0.01880162407482544  -6.713904954835925E-5 
 0.010904337560429411  -0.012748356389348459  0.010424501956649124  -0.012171334196722228  -0.010819775403213328  4.575494238778788E-5  0.012853209590897308  -4.575494238778788E-5  -0.010328051389635107  4.370211395610113E-5  0.012312038002235681  -4.370211395610113E-5 
 0.010091580469641315  -0.011810325609207695  0.009615067146924616  -0.011237886302353672  -0.010028534947529977  4.238933386346844E-5  0.011877216506164245  -4.238933386346844E-5  -0.009541611972295527  4.034894099902431E-5  0.011336077450764037  -4.034894099902431E-5 
 0.00930415580531374  -0.010900112429066411  0.008827974440833941  -0.010328673509775399  -0.009259224798963572  3.912179025178375E-5  0.010936576504072093  -3.912179025178375E-5  -0.008774040465496569  3.7083802126858245E-5  0.010392192612698636  -3.7083802126858245E-5 
 0.008571916033037752  -0.010052745979798772  0.008096406616900254  -0.009482620740158154  -0.00854174473692737  3.607999500587766E-5  0.010065589194741875  -3.607999500587766E-5  -0.008058534925424965  3.404559099351445E-5  0.009518584935477747  -3.404559099351445E-5 
 83.68891348112876  84.02765179310052  83.6885209098418  84.02796367312742  -83.68889187447226  0.3526184701580348  -84.02765576712963  -0.3526184701580348  -83.68849170161359  0.3522778018361521  -84.02795101680427  -0.3522778018361521 
 83.73348737522312  84.08345437626373  83.73339081065059  84.0835320166344  -83.73348748647415  0.35378077544552866  -84.08345551585363  -0.35378077544552866  -83.73339066388138  0.35376461710222884  -84.0835321491686  -0.35376461710222884 
 83.78376799485603  84.13486222879041  83.78367658190953  84.13493572870576  -83.78376838208263  0.3540204347552134  -84.13486390723358  -0.3540204347552134  -83.7836767889352  0.35400421838923535  -84.13493672614231  -0.35400421838923535 
 83.83421302661777  84.18625022079245  83.83412530388493  84.18632073870971  -83.8342134515099  0.3542578266683023  -84.18625181423027  -0.3542578266683023  -83.83412561375783  0.35424167849606647  -84.18632190613152  -0.35424167849606647 
 83.8843314699787  84.23800306750168  83.88424689932748  84.23807103398804  -83.88433168865419  0.3544920117375625  -84.23800354898862  -0.3544920117375625  -83.88424707570437  0.3544760394401294  -84.23807141919607  -0.3544760394401294 
 83.90344858270446  84.25718249298599  83.90336738420481  84.2572445101045  -83.90344870988463  0.354559643266839  -84.25718280385732  -0.354559643266839  -83.90336748363933  0.3545445562187979  -84.25724475801445  -0.3545445562187979 
 83.92258128939989  84.27636864519323  83.9225043809435  84.27642726517682  -83.92258137759373  0.35464610277026054  -84.27636885564974  -0.35464610277026054  -83.92250445220876  0.3546317254919984  -84.27642743736217  -0.3546317254919984 
 83.94172445766692  84.29556219260174  83.94165115746166  84.29561795253294  -83.94172451123762  0.35473280620139747  -84.29556231785422  -0.35473280620139747  -83.94165120190011  0.3547190232839341  -84.29561805721359  -0.3547190232839341 
 83.96086069691934  84.31477671901564  83.96079055306697  84.31482997535149  -83.96086073065764  0.3548195126372349  -84.31477678034331  -0.3548195126372349  -83.96079058165415  0.3548062548174471  -84.31483002753063  -0.3548062548174471 
 83.99602412189968  84.349984704723  83.99595722209371  84.35003815888494  -83.99602414602937  0.35499106856798335  -84.3499847456781  -0.35499106856798335  -83.99595724335934  0.3549779793138441  -84.35003819478761  -0.3549779793138441 
 84.0312093826033  84.38522458500508  84.03114431444202  84.3852765658499  -84.03120939462565  0.3551527218727699  -84.38522460514207  -0.3551527218727699  -84.03114432521525  0.3551398852770262  -84.3852765837932  -0.3551398852770262 
 84.06642015409967  84.4204971052785  84.06635702611483  84.42054753088308  -84.06642015741505  0.35531387747518295  -84.42049711077563  -0.35531387747518295  -84.06635702912529  0.35530135143551433  -84.42054753584644  -0.35530135143551433 
 84.10165692570007  84.45580194131607  84.10159578251842  84.45585077981545  -84.10165692570007  0.3554746788449421  -84.45580194131607  -0.3554746788449421  -84.10159578251842  0.35546249839097754  -84.45585077981545  -0.35546249839097754 
 84.1176645289217  84.471870826148  84.11760532412889  84.47191556615006  -84.1176645289217  0.3555331373982682  -84.471870826148  -0.3555331373982682  -84.11760532412889  0.3555217002737834  -84.47191556615006  -0.3555217002737834 
 84.1336835710496  84.48794492155388  84.13362726941176  84.487987377866  -84.1336835710496  0.35560329184761486  -84.48794492155388  -0.35560329184761486  -84.13362726941176  0.35559247088897905  -84.487987377866  -0.35559247088897905 
 84.14971014197155  84.50402403025404  84.14965636991431  84.50406449555419  -84.14971014197155  0.35567380844427987  -84.50402403025404  -0.35567380844427987  -84.14965636991431  0.3556635154480148  -84.50406449555419  -0.3556635154480148 
 6.33125857529393E-4  -7.4375253125325E-4  5.872550062946402E-4  -6.898250268960737E-4  -6.33125857529393E-4  2.67604184145398E-6  7.4375253125325E-4  -2.67604184145398E-6  -5.872550062946402E-4  2.4820916451062658E-6  6.898250268960737E-4  -2.4820916451062658E-6 
 0.0024517544035731476  -0.0029060061968770867  0.002323006732780186  -0.002752464446714953  -0.0024517544035731476  1.0442902222962402E-5  0.0029060061968770867  -1.0442902222962402E-5  -0.002323006732780186  9.892078054463127E-6  0.002752464446714953  -9.892078054463127E-6 
 0.002635411908368468  -0.003129090687149727  0.002483412842067878  -0.002947354239054789  -0.002635411908368468  1.1243027277174633E-5  0.003129090687149727  -1.1243027277174633E-5  -0.002483412842067878  1.0591223841061037E-5  0.002947354239054789  -1.0591223841061037E-5 
 0.0027470395830384575  -0.003266303412214455  0.0025760676701622742  -0.0030614818697074497  -0.0027470395830384575  1.1735056702377733E-5  0.003266303412214455  -1.1735056702377733E-5  -0.0025760676701622742  1.1000585217857406E-5  0.0030614818697074497  -1.1000585217857406E-5 
 0.0028311713230344537  -0.003370802872407097  0.0026451883195335313  -0.0031476437972628446  -0.0028311713230344537  1.2109728107390083E-5  0.003370802872407097  -1.2109728107390083E-5  -0.0026451883195335313  1.1309710814089158E-5  0.0031476437972628446  -1.1309710814089158E-5 
 0.0028965680479515754  -0.003450607120790039  0.002698124880041064  -0.0032122705261343754  -0.0028965680479515754  1.2395818782096057E-5  0.003450607120790039  -1.2395818782096057E-5  -0.002698124880041064  1.1541220331423574E-5  0.0032122705261343754  -1.1541220331423574E-5 
 0.002949192220967234  -0.003515132484459116  0.002740132750631119  -0.0032638591906533065  -0.002949192220967234  1.2627117847330283E-5  0.003515132484459116  -1.2627117847330283E-5  -0.002740132750631119  1.172620893896692E-5  0.0032638591906533065  -1.172620893896692E-5 
 0.002993407402016146  -0.003569592978536207  0.0027751787828123042  -0.0033071216583095975  -0.002993407402016146  1.2822324695349607E-5  0.003569592978536207  -1.2822324695349607E-5  -0.0027751787828123042  1.1881332341090456E-5  0.0033071216583095975  -1.1881332341090456E-5 
 0.0029020779803374808  -0.0034623174746393204  0.0026757767383855935  -0.0031900756972191857  -0.00290436540170802  1.2436624135858665E-5  0.003464301431279182  -1.2436624135858665E-5  -0.0026779780012304855  1.1460543532848533E-5  0.0031919749599751412  -1.1460543532848533E-5 
 0.0029903937577202555  -0.0035693088194399536  0.00275696217484267  -0.003288274665706581  -0.0029917197273512386  1.2820627649290373E-5  0.003570455902394798  -1.2820627649290373E-5  -0.002758237745794645  1.1813132132942883E-5  0.003289372296563897  -1.1813132132942883E-5 
 0.0030605457692658433  -0.003654659870662158  0.002820876651043136  -0.00336591511417339  -0.003061152103157383  1.3126904278237816E-5  0.003655183128177697  -1.3126904278237816E-5  -0.0028214598063556195  1.2091849171724789E-5  0.0033664156680970336  -1.2091849171724789E-5 
 0.0031114141842678578  -0.0037170117171712036  0.0028661649376999776  -0.0034213594577607864  -0.0031115699462063162  1.335059070584066E-5  0.0037171458186833206  -1.335059070584066E-5  -0.002866314728095176  1.2290838782291758E-5  0.003421487719236893  -1.2290838782291758E-5 
 0.0031434709283857387  -0.0037569041873659614  0.00289320728015241  -0.0034550389862033626  -0.0031434709283857387  1.3493627623262228E-5  0.0037569041873659614  -1.3493627623262228E-5  -0.00289320728015241  1.2411652150490227E-5  0.0034550389862033626  -1.2411652150490227E-5 
 0.0031611085717671017  -0.0037752520010769786  0.00290621833056548  -0.0034680027803375424  -0.0031611085717671017  1.3559362965764876E-5  0.0037752520010769786  -1.3559362965764876E-5  -0.00290621833056548  1.2458197971909613E-5  0.0034680027803375424  -1.2458197971909613E-5 
 0.003173977191732291  -0.0037878618470799097  0.002914935988940215  -0.003475815740472399  -0.003173977191732291  1.3604535130440354E-5  0.0037878618470799097  -1.3604535130440354E-5  -0.002914935988940215  1.2486194464145228E-5  0.003475815740472399  -1.2486194464145228E-5 
 0.0031845793146594303  -0.0037977336772350156  0.002921898064826678  -0.0034815145263564773  -0.0031845793146594303  1.3639895676931246E-5  0.0037977336772350156  -1.3639895676931246E-5  -0.002921898064826678  1.2506612208085244E-5  0.0034815145263564773  -1.2506612208085244E-5 
 0.003182187086405719  -0.0037920920327572105  0.0029163175011461817  -0.0034722667695490372  -0.0031830264389256513  1.3619539934950353E-5  0.003791472461291079  -1.3619539934950353E-5  -0.002917113809616012  1.2471120513168898E-5  0.003471682035709023  -1.2471120513168898E-5 
 0.0031905234555331674  -0.003800552511581401  0.0029219077609354827  -0.0034775244773186387  -0.003191337051408283  1.3649862744102848E-5  0.0037999488236870604  -1.3649862744102848E-5  -0.0029226776027115875  1.2492008096387508E-5  0.0034769561515020087  -1.2492008096387508E-5 
 0.003198563686332534  -0.00380864318074714  0.0029275777129385006  -0.0034828709478489372  -0.0031993513822570208  1.3678845473208412E-5  0.0038080554750550277  -1.3678845473208412E-5  -0.0029283209914439112  1.2511168648643434E-5  0.0034823190882491417  -1.2511168648643434E-5 
 0.0032056654566083864  -0.003815601335176666  0.0029326176963024864  -0.003487458723867576  -0.0032064271647485043  1.370377002274381E-5  0.0038150296946177775  -1.370377002274381E-5  -0.002933334367796192  1.2527609342782853E-5  0.0034869233765988383  -1.2527609342782853E-5 
 0.0032101602136087592  -0.003819444153371876  0.0029353327610976976  -0.0034892746572126043  -0.003210989260182373  1.3717514661948371E-5  0.003818827618069065  -1.3717514661948371E-5  -0.002936110400639791  1.2534102395989066E-5  0.0034886988616307235  -1.2534102395989066E-5 
 0.0032285847773110277  -0.003847577197596763  0.0029524477491804646  -0.003515261091010302  -0.003229117533987136  1.3818396507048192E-5  0.003847189194299716  -1.3818396507048192E-5  -0.002952951248900604  1.2627495266315236E-5  0.003514896242705845  -1.2627495266315236E-5 
 0.003250144219947515  -0.003879536045271692  0.0029728880121808743  -0.0035452926684342856  -0.0032504105159318897  1.393296540186384E-5  0.00387934525044642  -1.393296540186384E-5  -0.002973141163934656  1.2735196136759441E-5  0.003545112263097394  -1.2735196136759441E-5 
 0.003270952926026638  -0.003910694429706041  0.0029926298228701853  -0.0035745832645943665  -0.0032710268919018404  1.4044646917454884E-5  0.003910642133881481  -1.4044646917454884E-5  -0.002992700470159093  1.2840223419630092E-5  0.003574533588917461  -1.2840223419630092E-5 
 0.0032906979500921807  -0.003940674197810523  0.0030113653343875058  -0.003602761303227453  -0.0032906979500921807  1.4152086102114936E-5  0.003940674197810523  -1.4152086102114936E-5  -0.0030113653343875058  1.2941245188358153E-5  0.003602761303227453  -1.2941245188358153E-5 
 0.003305864770855038  -0.003960717333839625  0.0030254554508530873  -0.003621315429612082  -0.003305864770855038  1.4223895682619059E-5  0.003960717333839625  -1.4223895682619059E-5  -0.0030254554508530873  1.3007560198730062E-5  0.003621315429612082  -1.3007560198730062E-5 
 0.003318253722827791  -0.00397744534123845  0.0030368563894285217  -0.0036366614121448038  -0.003318253722827791  1.428382962131991E-5  0.00397744534123845  -1.428382962131991E-5  -0.0030368563894285217  1.3062566992516622E-5  0.0036366614121448038  -1.3062566992516622E-5 
 0.003330088922101737  -0.003993521005163814  0.0030478572301717577  -0.0036515403414369985  -0.003330088922101737  1.4341425515596029E-5  0.003993521005163814  -1.4341425515596029E-5  -0.0030478572301717577  1.3115898852333885E-5  0.0036515403414369985  -1.3115898852333885E-5 
 0.003341555727136125  -0.004009166097606709  0.0030586265184666672  -0.003666153751453294  -0.003341555727136125  1.4397477958283389E-5  0.004009166097606709  -1.4397477958283389E-5  -0.0030586265184666672  1.3168278215403006E-5  0.003666153751453294  -1.3168278215403006E-5 
 0.003348848114796965  -0.0040155629133735715  0.003065211820427294  -0.0036718738374474924  -0.003348848114796965  1.4420377244306337E-5  0.0040155629133735715  -1.4420377244306337E-5  -0.003065211820427294  1.3188256616558647E-5  0.0036718738374474924  -1.3188256616558647E-5 
 0.003352992625327289  -0.004018177068697781  0.0030687908703725952  -0.0036739895520412347  -0.003352992625327289  1.442973134757608E-5  0.004018177068697781  -1.442973134757608E-5  -0.0030687908703725952  1.3195835933288436E-5  0.0036739895520412347  -1.3195835933288436E-5 
 0.0033561458855153603  -0.004019598328561358  0.0030715669827969805  -0.0036751408578368228  -0.0033561458855153603  1.443481215801512E-5  0.004019598328561358  -1.443481215801512E-5  -0.0030715669827969805  1.3199958317500204E-5  0.0036751408578368228  -1.3199958317500204E-5 
 0.0033585373800200102  -0.004020103692418786  0.0030737480178686383  -0.003675578125282186  -0.0033585373800200102  1.4436612001844651E-5  0.004020103692418786  -1.4436612001844651E-5  -0.0030737480178686383  1.3201521241512637E-5  0.003675578125282186  -1.3201521241512637E-5 
 0.003359316806612611  -0.004017618758833663  0.003074457755133153  -0.0036732871736546713  -0.003359316806612611  1.4427702961228306E-5  0.004017618758833663  -1.4427702961228306E-5  -0.003074457755133153  1.3193979981451776E-5  0.0036732871736546713  -1.3193979981451776E-5 
 0.0033588143022669215  -0.004013604287379735  0.003074004336070857  -0.003669610926735345  -0.0033588143022669215  1.441330739737623E-5  0.004013604287379735  -1.441330739737623E-5  -0.003074004336070857  1.3180792890921111E-5  0.003669610926735345  -1.3180792890921111E-5 
 0.0033576214022268402  -0.0040087705690865505  0.0030730026026191126  -0.003665286195683848  -0.0033576214022268402  1.4395977071757216E-5  0.0040087705690865505  -1.4395977071757216E-5  -0.0030730026026191126  1.3165281757210323E-5  0.003665286195683848  -1.3165281757210323E-5 
 0.0033558367068238226  -0.004003237466609022  0.0030715379811852017  -0.003660416515600673  -0.0033558367068238226  1.4376141329819347E-5  0.004003237466609022  -1.4376141329819347E-5  -0.0030715379811852017  1.3147817625736025E-5  0.003660416515600673  -1.3147817625736025E-5 
 0.0033829748594129683  -0.004027018000464011  0.0030985199838511335  -0.0036846961264416223  -0.0033829748594129683  1.4461291733880444E-5  0.004027018000464011  -1.4461291733880444E-5  -0.0030985199838511335  1.3234798643679824E-5  0.0036846961264416223  -1.3234798643679824E-5 
 0.00343457558129856  -0.004079855488992479  0.0031475562542198077  -0.003735127066263999  -0.00343457558129856  1.4650519428727193E-5  0.004079855488992479  -1.4650519428727193E-5  -0.0031475562542198077  1.3415489078738574E-5  0.003735127066263999  -1.3415489078738574E-5 
 0.0034985653684458384  -0.004147207798180119  0.003206871250213794  -0.003797557069745494  -0.0034985653684458384  1.489171913959808E-5  0.004147207798180119  -1.489171913959808E-5  -0.003206871250213794  1.3639160982847898E-5  0.003797557069745494  -1.3639160982847898E-5 
 0.0031215807761704184  -0.0036926670283286  0.002823385994616956  -0.0033364837634479727  -0.0031299694766744324  1.3258895826595563E-5  0.0036879215439746815  -1.3258895826595563E-5  -0.0028305023731292067  1.198263558421786E-5  0.003332352290570384  -1.198263558421786E-5 
 0.0031124785671465816  -0.003675109407637933  0.0028063109728719837  -0.003310155213242183  -0.0031195070317195928  1.3194579466357936E-5  0.0036703006487392997  -1.3194579466357936E-5  -0.0028116471097661133  1.1887003225297121E-5  0.0033061665945268714  -1.1887003225297121E-5 
 0.003135181429335887  -0.0036952389752080705  0.0028157959085604034  -0.0033153047186118556  -0.003138985891240509  1.326506879451017E-5  0.0036909238703408676  -1.326506879451017E-5  -0.00281742528012785  1.190401181361267E-5  0.0033120519438938345  -1.190401181361267E-5 
 0.0031607691125046244  -0.003718757878448997  0.0028238136060423358  -0.003318760436656021  -0.003159091394071112  1.3347485253945024E-5  0.0037156342187891767  -1.3347485253945024E-5  -0.002819413903921486  1.1914777473975846E-5  0.0033169803213439764  -1.1914777473975846E-5 
 0.0050020600851894415  -0.005874699831981189  0.004645509388481628  -0.005449995386797468  -0.004998642577596968  2.1082283161888427E-5  0.005872631503056169  -2.1082283161888427E-5  -0.004640930521887299  1.956325786522939E-5  0.0054510641315062  -1.956325786522939E-5 
 0.005324798325752056  -0.006240975049760067  0.0049432214168945166  -0.00578730022779439  -0.005317061049137095  2.239367287160121E-5  0.0062455207723317585  -2.239367287160121E-5  -0.0049340894757961  2.077155401991604E-5  0.005795672118537709  -2.077155401991604E-5 
 0.005648988289213008  -0.006607389560358001  0.005244278318102147  -0.006127064241169933  -0.005635579842248717  2.3705386958283725E-5  0.006621026742372749  -2.3705386958283725E-5  -0.005229217436053091  2.1988670823702705E-5  0.006145296701035363  -2.1988670823702705E-5 
 0.005973195944804388  -0.006972274811708701  0.005545812053242116  -0.006465935285831392  -0.005952618602115933  2.501149446487716E-5  0.006997780503809281  -2.501149446487716E-5  -0.005523301508645773  2.3202438725888896E-5  0.006496887232302129  -2.3202438725888896E-5 
 0.005023192154570921  -0.005851327549308394  0.004572767026687075  -0.0053203886900803354  -0.0049875470523836896  2.098802831795865E-5  0.005875241477944826  -2.098802831795865E-5  -0.00453440875692479  1.9089944586880847E-5  0.005348074462787622  -1.9089944586880847E-5 
 0.00511075375182557  -0.005948376975638325  0.004642180838757781  -0.005396559826976954  -0.005073995661913244  2.133479464205834E-5  0.005973740873074007  -2.133479464205834E-5  -0.004602813537516681  1.9361326891953468E-5  0.005425584245983828  -1.9361326891953468E-5 
 0.005117341272605103  -0.005950803121152148  0.004635308960132534  -0.005383750159737133  -0.0050797151776080796  2.134342748760787E-5  0.0059775499725134296  -2.134342748760787E-5  -0.004595178855225868  1.931549167011326E-5  0.005414032206289221  -1.931549167011326E-5 
 0.005090454702877167  -0.005914201478070424  0.004600229934922595  -0.005338131024700488  -0.0050521719788712005  2.1212598706910057E-5  0.005942176326527715  -2.1212598706910057E-5  -0.004559546044333729  1.915230927806988E-5  0.00536950582504403  -1.915230927806988E-5 
 0.0050102023081315394  -0.005815633536364828  0.004515464129028146  -0.005234925078994479  -0.004953413223866221  2.085985697419801E-5  0.005857449965308348  -2.085985697419801E-5  -0.004455302705423492  1.8783734219596226E-5  0.005281436632813552  -1.8783734219596226E-5 
 0.004925090476294969  -0.005712927223786579  0.004428958170407782  -0.005131087036446047  -0.004871693975957214  2.049279586913144E-5  0.005752999016429783  -2.049279586913144E-5  -0.004372497005448395  1.8412114314969585E-5  0.005175419869004827  -1.8412114314969585E-5 
 0.004813536039097954  -0.005579623011588097  0.004319500037098578  -0.005000752750490278  -0.004763701654908914  2.0016306557124608E-5  0.00561772643620273  -2.0016306557124608E-5  -0.004266894754636041  1.7945878823866224E-5  0.005042695205332848  -1.7945878823866224E-5 
 0.004691808996923896  -0.0054346952225010625  0.004202375670601555  -0.004861715906017139  -0.004645662881003432  1.9498175561238895E-5  0.005470601102246064  -1.9498175561238895E-5  -0.004153738675043428  1.744842231232724E-5  0.004901055340752691  -1.744842231232724E-5 
 0.0045001687759871345  -0.005209045862031303  0.004016760658927865  -0.004643698727591072  -0.004454433808614766  1.8690354625761074E-5  0.005243241185787895  -1.8690354625761074E-5  -0.003968624648592822  1.6667498755396082E-5  0.004681004988313475  -1.6667498755396082E-5 
 0.004411685478135752  -0.005107836906695695  0.003935018845069749  -0.0045502674923483255  -0.0043722091354858605  1.8328517963794866E-5  0.005137378514543656  -1.8328517963794866E-5  -0.003893414807052409  1.6333499303300414E-5  0.004582548788292229  -1.6333499303300414E-5 
 0.004341583857510045  -0.00502789028102768  0.003870079311965924  -0.004476245209360741  -0.0043078044085334  1.8042680672181177E-5  0.0050531685333048415  -1.8042680672181177E-5  -0.0038344328951325224  1.606865309611294E-5  0.004503915466216313  -1.606865309611294E-5 
 0.004280273431454873  -0.0049581032695407146  0.0038126588964928487  -0.00441089831903696  -0.004251665645874425  1.7793148710865125E-5  0.004979501151947119  -1.7793148710865125E-5  -0.0037824307569849225  1.5834829014238494E-5  0.004434363904081806  -1.5834829014238494E-5 
 0.00427238950349107  -0.0049501999941306  0.0038077702245402634  -0.004406321666252211  -0.00425721427238912  1.7765581901585392E-5  0.00496232907116223  -1.7765581901585392E-5  -0.003791714438406757  1.5819081738754903E-5  0.004419648566724277  -1.5819081738754903E-5 
 0.004217407077135249  -0.004886461032004519  0.003754864097587074  -0.004345053746490635  -0.004200974991906747  1.753752947664111E-5  0.004899629085066692  -1.753752947664111E-5  -0.0037374712495505946  1.5599720811110274E-5  0.004359525209252979  -1.5599720811110274E-5 
 0.0041703563629518214  -0.004831911287421775  0.0037093289965355325  -0.00429231569128774  -0.004152613511067216  1.734233847017208E-5  0.0048461619067232675  -1.734233847017208E-5  -0.003690541840725814  1.5410884572020223E-5  0.004307979940321616  -1.5410884572020223E-5 
 0.004129663559488961  -0.00478473376347921  0.00366966176143535  -0.004246373908870282  -0.004110557738421505  1.717351578633952E-5  0.004800109092954585  -1.717351578633952E-5  -0.003649424843302995  1.5246372939259345E-5  0.00426327767125656  -1.5246372939259345E-5 
 0.005649376130204331  -0.006545480592823338  0.00519110519465471  -0.006006875154724867  -0.005672089334947117  2.349375052190794E-5  0.006570453635855955  -2.349375052190794E-5  -0.005215170051783957  2.156777534878529E-5  0.006034335963235549  -2.156777534878529E-5 
 0.005707507602412676  -0.006617899057339116  0.005246129127755239  -0.006075181646963301  -0.005730641918479051  2.3754675911646927E-5  0.006643101534585583  -2.3754675911646927E-5  -0.005270714213878591  2.181373882592652E-5  0.006103059001347333  -2.181373882592652E-5 
 0.005797438291835988  -0.006727393171910734  0.005336311639098312  -0.006184391851093096  -0.005820894533890453  2.4148150291836146E-5  0.006752641976998319  -2.4148150291836146E-5  -0.005361326099020403  2.2206305516192515E-5  0.006212510898905066  -2.2206305516192515E-5 
 0.005892060335263238  -0.00684252735084101  0.005431420048068958  -0.006299502502187693  -0.00591571026458837  2.4561873264161704E-5  0.006867638572717993  -2.4561873264161704E-5  -0.005456740648924097  2.2620059709765883E-5  0.006327687407022609  -2.2620059709765883E-5 
 0.003836897281537688  -0.004459327537894353  0.003375600668150014  -0.00391815777815907  -0.0038055822794227367  1.600746628582783E-5  0.004480831885722125  -1.600746628582783E-5  -0.0033419234779756835  1.4069626672608138E-5  0.003942512936404796  -1.4069626672608138E-5 
 0.0038217941898608387  -0.004444490706628557  0.0033659983856182407  -0.003909392800977685  -0.003786112401826358  1.5954078094182478E-5  0.00446861032785506  -1.5954078094182478E-5  -0.0033274675508181417  1.4037522532817093E-5  0.003936933148054322  -1.4037522532817093E-5 
 0.0037829512060127968  -0.004401972865700543  0.003328396770811537  -0.0038680412501577166  -0.003743015856102261  1.580157893599221E-5  0.004428536351067436  -1.580157893599221E-5  -0.003285089049015255  1.3889111940557086E-5  0.00389864692841968  -1.3889111940557086E-5 
 0.003746228944471852  -0.004361861844124348  0.0032926234488002137  -0.0038287587749152863  -0.0037021931339218384  1.5657668200219632E-5  0.004390617027766552  -1.5657668200219632E-5  -0.003244648938405703  1.3748088633747102E-5  0.0038622288373773017  -1.3748088633747102E-5 
 0.003938708754088083  -0.004588721805884433  0.003486008220946246  -0.004056046049413453  -0.003905940755785764  1.6472038428361202E-5  0.004612096264914101  -1.6472038428361202E-5  -0.003450130018521236  1.4564772484959576E-5  0.004083571300526501  -1.4564772484959576E-5 
 0.0039369869061474105  -0.004593387698982099  0.003484410210873534  -0.004060081127860826  -0.003908861559931864  1.6488780044454643E-5  0.004612144864633905  -1.6488780044454643E-5  -0.003453170481762413  1.4579280033899522E-5  0.004082993785246458  -1.4579280033899522E-5 
 0.003941728120839372  -0.0046056186533611765  0.0034896962216635075  -0.004072158939578685  -0.003918243669264854  1.653259087319725E-5  0.004619745185685531  -1.653259087319725E-5  -0.0034630933946857567  1.4622561479882279E-5  0.004090444511760438  -1.4622561479882279E-5 
 0.003949467005060825  -0.004621388885549749  0.003497928054613908  -0.004087712544389888  -0.003930627125971142  1.6589069591788075E-5  0.004630874099046167  -1.6589069591788075E-5  -0.003475967056616014  1.4678294121495128E-5  0.0041013592285708  -1.4678294121495128E-5 
 0.003773583624905541  -0.004422025352646131  0.0033223200274932196  -0.003888156124006059  -0.0037529012605652667  1.587326972796177E-5  0.004428468797886609  -1.587326972796177E-5  -0.003297086948137462  1.3961555808350568E-5  0.003900149031679234  -1.3961555808350568E-5 
