Medium
Eta	BHP	Gamma	Zone 1		Zone 2		Zone 3		Zone 4		
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1189986.61	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	1189986.62	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1195226.32	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1200465.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1205704.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1210943.30	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1216180.93	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1221418.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1226656.02	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1231893.48	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1237131.01	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1242368.09	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1247604.70	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1252840.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1258076.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1263311.82	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1268546.56	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1273606.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	1273606.35	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1278842.19	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1284077.19	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1289311.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1294544.64	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1299777.24	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1305009.30	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1310240.83	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1315471.82	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1320702.35	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1325932.53	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1331162.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1336391.80	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1341621.08	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1346850.40	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1352079.76	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	1357134.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1362371.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1367606.39	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1372841.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1378074.83	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1383308.15	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1388541.26	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1393774.16	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1399006.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1404239.22	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1409471.21	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1414702.80	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1419934.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1425164.98	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1430395.93	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1435626.83	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	1440683.34	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
