 Q/sqrt(p)[0][1]  Q/sqrt(p)[0][2]  Q/sqrt(p)[0][3]  Q/sqrt(p)[0][4]  Q/sqrt(p)[1][0]  Q/sqrt(p)[1][2]  Q/sqrt(p)[2][0]  Q/sqrt(p)[2][1]  Q/sqrt(p)[3][0]  Q/sqrt(p)[3][4]  Q/sqrt(p)[4][0]  Q/sqrt(p)[4][3] 
 0.10243897241332864  0.09274564660868855  0.10243897241332862  0.09274925243495129  0.10243897241332862  1.5458379618708047  0.09274564660868855  1.5458379618708047  0.10243897241332861  1.5458948116440892  0.09274925243495126  1.5458948116440892 
 0.1024569963375313  0.09274432127409687  0.10245699633753132  0.09274814891799534  0.10245699633753132  1.5458159067893646  0.09274432127409687  1.5458159067893646  0.10245699633753133  1.5458764428758704  0.09274814891799532  1.5458764428758704 
 0.10247502977889908  0.09274301533923195  0.10247502977889908  0.09274706588694216  0.10247502977889907  1.5457834158995505  0.09274301533923195  1.5457834158995505  0.1024750297788991  1.5458466922617669  0.09274706588694218  1.5458466922617669 
 0.10249307274581043  0.09274172998530086  0.10249307274581046  0.09274600455672154  0.10249307274581043  1.545760004030292  0.09274172998530086  1.545760004030292  0.10249307274581043  1.545826723920629  0.09274600455672154  1.545826723920629 
 0.10251112524665423  0.09274046146395513  0.10251112524665426  0.09274496100630733  0.10251112524665423  1.5457375350645273  0.09274046146395513  1.5457375350645273  0.10251112524665423  1.5458077781810762  0.09274496100630733  1.5458077781810762 
 0.10252918728982967  0.09273920785887692  0.10252918728982967  0.09274393313478822  0.10252918728982967  1.5457155046209456  0.09273920785887693  1.5457155046209456  0.10252918728982968  1.5457892416102545  0.09274393313478822  1.5457892416102545 
 0.10254725888374633  0.09273799902292948  0.10254725888374633  0.09274295293215815  0.10254725888374633  1.5457895451262975  0.09273799902292947  1.5457895451262975  0.10254725888374633  1.545872096142618  0.09274295293215813  1.545872096142618 
 0.10256534003682412  0.0927367812895246  0.1025653400368241  0.09274196191856084  0.10256534003682413  1.5457864061182267  0.0927367812895246  1.5457864061182267  0.10256534003682412  1.5458724627734393  0.09274196191856084  1.5458724627734393 
 0.10258343075749342  0.09273557301027145  0.10258343075749339  0.0927409802811349  0.10258343075749339  1.5457805056421936  0.09273557301027147  1.5457805056421936  0.1025834307574934  1.5458698318150346  0.09274098028113488  1.5458698318150346 
 0.10260153105419492  0.09273437476881148  0.10260153105419492  0.092740008745314  0.10260153105419491  1.545773977122252  0.09273437476881147  1.545773977122252  0.10260153105419491  1.5458665960967803  0.09274000874531398  1.5458665960967803 
 0.10256081885192248  0.09273314174354146  0.10256081885192245  0.09273900022443923  0.10256081885192243  1.5456749888752772  0.09273314174354148  1.5456749888752772  0.10256081885192248  1.5457669235364275  0.09273900022443922  1.5457669235364275 
 0.10252015507492516  0.09273194988084175  0.10252015507492515  0.09273803484294134  0.10252015507492516  1.545648681734589  0.09273194988084175  1.545648681734589  0.10252015507492515  1.5457439657411598  0.09273803484294132  1.5457439657411598 
 0.10247953962727971  0.09273076794389366  0.10247953962727968  0.09273707930622643  0.10247953962727968  1.5456259187605992  0.09273076794389366  1.5456259187605992  0.10247953962727971  1.5457249220878182  0.09273707930622642  1.5457249220878182 
 0.10243897241332861  0.09272959401112131  0.10243897241332862  0.09273613135103409  0.10243897241332861  1.5456042574444155  0.09272959401112132  1.5456042574444155  0.10243897241332862  1.545706974410581  0.0927361313510341  1.545706974410581 
 0.10236247671703871  0.09272842567399103  0.10236247671703869  0.09273518867187742  0.10236247671703869  1.5455771627115371  0.09272842567399105  1.5455771627115371  0.10236247671703869  1.5456831297111506  0.09273518867187745  1.5456831297111506 
 0.10228615213333522  0.09272726539589013  0.10228615213333522  0.09273425328459975  0.10228615213333522  1.5455551939833374  0.0927272653958901  1.5455551939833374  0.10228615213333522  1.545664838111804  0.09273425328459974  1.545664838111804 
 0.10220999802523423  0.0927261114755257  0.10220999802523419  0.0927333235855701  0.10220999802523421  1.5455337655586072  0.0927261114755257  1.5455337655586072  0.1022099980252342  1.5456471204872921  0.09273332358557008  1.5456471204872921 
 0.10213401375906647  0.09272496344683177  0.10213401375906647  0.09273239904711723  0.10213401375906647  1.545512634363926  0.09272496344683177  1.545512634363926  0.10213401375906647  1.5456296968094618  0.09273239904711723  1.5456296968094618 
 0.10199588938889792  0.09272193983595993  0.10199588938889792  0.09272962811310381  0.10199588938889792  1.5455417915672887  0.09272193983595993  1.5455417915672887  0.10199588938889793  1.5456654425637688  0.09272962811310381  1.5456654425637688 
 0.1018583238986781  0.09271732707098224  0.10185832389867808  0.09272541162639428  0.10185832389867808  1.5455101620496825  0.09271732707098224  1.5455101620496825  0.10185832389867809  1.5456371496930137  0.09272541162639428  1.5456371496930137 
 0.10172131352963742  0.09271194121113562  0.10172131352963744  0.09272055033346176  0.10172131352963745  1.5454747617627511  0.09271194121113562  1.5454747617627511  0.10172131352963744  1.5456053448789662  0.09272055033346176  1.5456053448789662 
 0.101584854558303  0.09270600871676778  0.10158485455830299  0.09271524004319438  0.101584854558303  1.5454375757733974  0.0927060087167678  1.5454375757733974  0.10158485455830299  1.5455721160029474  0.09271524004319438  1.5455721160029474 
 0.10145331901879108  0.09270031982804945  0.10145331901879105  0.09271023958732204  0.10145331901879108  1.5453933903049615  0.09270031982804947  1.5453933903049615  0.10145331901879108  1.5455318820417487  0.09271023958732204  1.5455318820417487 
 0.10132229310977545  0.09269486801525363  0.10132229310977545  0.09270548764582298  0.10132229310977543  1.5453557384034633  0.09269486801525363  1.5453557384034633  0.10132229310977543  1.5454990098690666  0.092705487645823  1.5454990098690666 
 0.10119177354882035  0.09268944835005653  0.10119177354882034  0.09270077373001159  0.10119177354882032  1.5453164492829088  0.09268944835005653  1.5453164492829088  0.10119177354882032  1.5454647440762943  0.09270077373001159  1.5454647440762943 
 0.10106175708301199  0.09268405694171539  0.10106175708301197  0.09269609590726141  0.10106175708301199  1.5452754013038905  0.09268405694171537  1.5452754013038905  0.10106175708301197  1.545428931165648  0.09269609590726138  1.545428931165648 
 0.10092793184032756  0.09267667677648014  0.10092793184032753  0.09268946879393092  0.10092793184032756  1.5452377969148585  0.09267667677648014  1.5452377969148585  0.10092793184032756  1.5453965810693215  0.09268946879393095  1.5453965810693215 
 0.10079463682478691  0.0926678876139745  0.10079463682478688  0.09268159015813403  0.1007946368247869  1.5452064550030196  0.09266788761397449  1.5452064550030196  0.1007946368247869  1.5453703487696726  0.09268159015813403  1.5453703487696726 
 0.10066186854427037  0.0926586707406852  0.10066186854427037  0.092673411065748  0.10066186854427037  1.545175950768099  0.0926586707406852  1.545175950768099  0.10066186854427037  1.5453446530204995  0.09267341106574803  1.5453446530204995 
 0.10052962353877282  0.09264936436791171  0.10052962353877282  0.09266522466023745  0.10052962353877282  1.5451454482494178  0.09264936436791171  1.5451454482494178  0.10052962353877282  1.5453187828117747  0.09266522466023744  1.5453187828117747 
 0.10046157166193455  0.09264084714957996  0.10046157166193455  0.09265785945629307  0.10046157166193455  1.545118138363924  0.09264084714957993  1.545118138363924  0.10046157166193458  1.545296149621881  0.09265785945629308  1.545296149621881 
 0.10039365779805517  0.09263331018773487  0.10039365779805519  0.092651437211847  0.10039365779805516  1.5450976257289626  0.09263331018773488  1.5450976257289626  0.10039365779805517  1.5452804578813604  0.092651437211847  1.5452804578813604 
 0.10032588148126806  0.09262645550152586  0.10044241994334384  0.09260850598270896  0.10032588148126803  1.5450800513954424  0.09262645550152586  1.5450800513954424  0.10044241994334384  1.5440934260376726  0.09260850598270896  1.5440934260376726 
 0.10025824224790503  0.09262023387032156  0.10025824224790501  0.09264041911060128  0.10025824224790506  1.5450659138080596  0.09262023387032156  1.5450659138080596  0.10025824224790504  1.5452559033620363  0.0926404191106013  1.5452559033620363 
 0.10021181955416433  0.09261763863527554  0.10021181955416432  0.09263882259422636  0.10021181955416433  1.5450298064970514  0.09261763863527554  1.5450298064970514  0.10021181955416429  1.5452240197603284  0.09263882259422636  1.5452240197603284 
 0.10016546128622965  0.09261687014227837  0.10016546128622962  0.09263877786370166  0.10016546128622965  1.5449962777855428  0.09261687014227837  1.5449962777855428  0.10016546128622962  1.5451951122242167  0.09263877786370167  1.5451951122242167 
 0.10011916729522101  0.0926170801316786  0.10011916729522101  0.09263953619157964  0.100119167295221  1.5449601445588421  0.0926170801316786  1.5449601445588421  0.100119167295221  1.5451641591367513  0.09263953619157964  1.5451641591367513 
 0.10007293743273955  0.09261788693189976  0.10007293743273953  0.09264077602794943  0.10007293743273955  1.5449220590537096  0.09261788693189975  1.5449220590537096  0.10007293743273953  1.545131663256376  0.09264077602794943  1.545131663256376 
 0.10007713750146456  0.09261890161345679  0.10007713750146457  0.0926421499056625  0.10007713750146457  1.5448855903989582  0.0926189016134568  1.5448855903989582  0.10007713750146459  1.5451006677790862  0.09264214990566251  1.5451006677790862 
 0.10008133809906565  0.09262002182955073  0.10008133809906562  0.09264359391879184  0.10008133809906562  1.5448525266027648  0.09262002182955074  1.5448525266027648  0.10008133809906564  1.5450733395437302  0.09264359391879186  1.5450733395437302 
 0.10008553922565362  0.09262124929966607  0.10008553922565362  0.09264512265303881  0.10008553922565365  1.5448196321384413  0.09262124929966609  1.5448196321384413  0.10008553922565364  1.5450461772080772  0.0926451226530388  1.5450461772080772 
 0.10008974088133968  0.0926225144753525  0.1000897408813397  0.09264667443614477  0.10008974088133969  1.544786649455753  0.0926225144753525  1.544786649455753  0.1000897408813397  1.5450189377185766  0.09264667443614477  1.5450189377185766 
 0.10009814578045026  0.09262397196364404  0.10009814578045022  0.09264839397499133  0.1000981457804502  1.5447445978739445  0.09262397196364404  1.5447445978739445  0.10009814578045023  1.5449807180257502  0.09264839397499135  1.5449807180257502 
 0.10010655279728616  0.09262535013586307  0.10010655279728617  0.09265003714950555  0.10010655279728614  1.5447189216711066  0.09262535013586308  1.5447189216711066  0.10010655279728616  1.5449605867151703  0.09265003714950558  1.5449605867151703 
 0.10011496193273695  0.09262680829426206  0.10011496193273696  0.09265174671543508  0.10011496193273696  1.5446952844241375  0.09262680829426202  1.5446952844241375  0.10011496193273693  1.5449423118618186  0.09265174671543508  1.5449423118618186 
 0.10012337318769256  0.09262833857134  0.10012337318769257  0.09265351148325834  0.10012337318769257  1.5446729162491875  0.09262833857133997  1.5446729162491875  0.10012337318769254  1.5449251345831443  0.09265351148325834  1.5449251345831443 
 0.10017388527693342  0.09262898778616463  0.10017388527693342  0.09265439535932206  0.10017388527693344  1.5446479569279905  0.09262898778616462  1.5446479569279905  0.10017388527693342  1.5449066398818947  0.09265439535932203  1.5449066398818947 
 0.10022447389320926  0.09262887323099847  0.10022447389320928  0.09265455885987024  0.10022447389320928  1.5446087696803452  0.09262887323099847  1.5446087696803452  0.10022447389320928  1.5448732303112225  0.09265455885987024  1.5448732303112225 
 0.10027513922994932  0.09262842570061561  0.10027513922994934  0.09265443466684287  0.10027513922994936  1.5445736431573531  0.09262842570061561  1.5445736431573531  0.10027513922994935  1.544844194427554  0.09265443466684285  1.544844194427554 
 0.10032588148126803  0.0926277624200158  0.10032588148126804  0.0926541203132208  0.10032588148126806  1.5445463399344868  0.09262776242001582  1.5445463399344868  0.10032588148126803  1.5448227667677363  0.0926541203132208  1.5448227667677363 
 0.10038517824588007  0.0926273045421189  0.10038517824588006  0.09265401828544916  0.10038517824588007  1.5445244708053103  0.09262730454211889  1.5445244708053103  0.10038517824588006  1.5448061060729157  0.09265401828544916  1.5448061060729157 
 0.10044458027548545  0.09262700777073114  0.10044458027548545  0.092654057409987  0.10044458027548545  1.544505625954625  0.09262700777073113  1.544505625954625  0.10044458027548545  1.5447921758725003  0.092654057409987  1.5447921758725003 
 0.10050408788190125  0.0926267762473334  0.10050408788190124  0.09265413726481524  0.10050408788190125  1.5444896015775402  0.09262677624733341  1.5444896015775402  0.10050408788190125  1.544780659046804  0.09265413726481524  1.544780659046804 
 0.10056370137823933  0.09262659640725605  0.10056370137823933  0.09265424549840638  0.10056370137823933  1.5444764318491653  0.09262659640725605  1.5444764318491653  0.10056370137823933  1.5447716192341565  0.09265424549840638  1.5447716192341565 
 0.1006661432058662  0.0926265352931671  0.1006661432058662  0.0926544487925744  0.1006661432058662  1.5444725559125738  0.0926265352931671  1.5444725559125738  0.1006661432058662  1.544771303695712  0.0926544487925744  1.544771303695712 
 0.10076889873776267  0.0926265801887875  0.10076889873776264  0.09265473083572315  0.10076889873776267  1.5444771113568028  0.0926265801887875  1.5444771113568028  0.10076889873776264  1.5447786344348022  0.09265473083572315  1.5447786344348022 
 0.10087196957828155  0.09262670235285944  0.10087196957828155  0.09265506413961529  0.10087196957828155  1.544487972370974  0.09262670235285944  1.544487972370974  0.10087196957828155  1.5447915117596782  0.09265506413961529  1.5447915117596782 
 0.10097535734328629  0.09262689495411454  0.1009753573432863  0.09265544362679291  0.10097535734328629  1.5445047143657684  0.09262689495411454  1.5445047143657684  0.1009753573432863  1.5448095602033902  0.09265544362679291  1.5448095602033902 
 0.10107040926033901  0.0926267674181699  0.10107040926033899  0.09265548598035353  0.10107040926033901  1.5445126579435706  0.0926267674181699  1.5445126579435706  0.10107040926033899  1.5448183542819687  0.09265548598035353  1.5448183542819687 
 0.10116573011162444  0.09262637750999021  0.10116573011162444  0.09265527374161299  0.10116573011162444  1.5445130515519203  0.09262637750999021  1.5445130515519203  0.10116573011162444  1.5448200023988155  0.09265527374161299  1.5448200023988155 
 0.10126132116771691  0.09262587763288617  0.1012613211677169  0.09265495765074871  0.10126132116771691  1.5445110038231717  0.09262587763288617  1.5445110038231717  0.1012613211677169  1.5448195909726925  0.09265495765074871  1.5448195909726925 
 2.0271436741522098  2.0228269813537896  2.0271436741522098  2.022820699472343  2.0271436741522098  30.890151345428723  1.982591206635398  30.890151345428723  2.0271436741522098  30.896360366504457  1.9838380496701522  30.896360366504457 
 2.0292414432621633  2.0250015684387086  2.0292414432621633  2.0249995812904715  2.0292414432621633  31.200698694478785  2.020454981243181  31.200698694478785  2.0292414432621633  31.201538478357715  2.0206875278815453  31.201538478357715 
 2.031345738445548  2.027102005936833  2.031345738445548  2.027100391250798  2.031345738445548  31.232781330577144  2.022483464125504  31.232781330577144  2.031345738445548  31.233439519380457  2.022668966629281  31.233439519380457 
 2.0334565936099374  2.029209577412046  2.0334565936099374  2.029208205001607  2.0334565936099374  31.264666853106636  2.0244429346446218  31.264666853106636  2.0334565936099374  31.26520819114571  2.0245980198364286  31.26520819114571 
 2.0355740429100595  2.0313239774418403  2.035574042910059  2.031322788895998  2.0355740429100595  31.29653017193943  2.0263775532241723  31.29653017193943  2.035574042910059  31.296983388107613  2.0265096416695063  31.296983388107613 
 2.0366352511025263  2.032382728062071  2.0366352511025263  2.0323817134954054  2.0366352511025263  31.313913866620098  2.0276009352296964  31.313913866620098  2.0366352511025263  31.31426169609798  2.027706113378931  31.31426169609798 
 2.037698120750124  2.033443437896677  2.0376981207501244  2.0334425928339876  2.037698120750124  31.330240204486476  2.0286549093259736  31.330240204486476  2.0376981207501244  31.330505014266826  2.0287386784645416  31.330505014266826 
 2.0387626561927434  2.034505946648177  2.038762656192744  2.034505242374043  2.0387626561927434  31.346520646130365  2.029692668542389  31.346520646130365  2.038762656192744  31.346717220043626  2.029758763856063  31.346717220043626 
 2.0398288617861646  2.0355710507324467  2.0398288617861646  2.035570467765637  2.0398288617861646  31.362780749055794  2.030721385046952  31.362780749055794  2.0398288617861646  31.36291895280879  2.030772318031145  31.36291895280879 
 2.0405405955348948  2.0362810850642843  2.0405405955348943  2.0362806354787035  2.0405405955348943  31.374169240585037  2.0315076907577607  31.374169240585037  2.0405405955348943  31.374245235709243  2.0315426432673065  31.374245235709243 
 2.0412530748148234  2.036991961500027  2.041253074814824  2.0369916208363374  2.041253074814824  31.385194747856353  2.0322345684919165  31.385194747856353  2.0412530748148234  31.385218176425  2.0322559050733275  31.385218176425 
 2.041966300928417  2.03770364773667  2.041966300928417  2.037703402324157  2.0419663009284172  31.396197762567954  2.032953717684341  31.396197762567954  2.0419663009284172  31.39617562380238  2.0329632088064025  31.39617562380238 
 2.0426802751813296  2.0384153108930896  2.0426802751813296  2.038415150510893  2.042680275181329  31.407188130381996  2.033666758369181  31.407188130381996  2.042680275181329  31.40712557222334  2.033665715836866  31.40712557222334 
 2.042501711408517  2.038235757696233  2.042501711408517  2.038235758639253  2.042501711408517  31.405964948741488  2.0337861222429807  31.405964948741488  2.0425017114085167  31.405838779068326  2.0337690304504226  31.405838779068326 
 2.04232319445573  2.0380563993155576  2.04232319445573  2.038056501368043  2.0423231944557303  31.403842111023337  2.0337644983113985  31.403842111023337  2.0423231944557303  31.40366649176961  2.033734687268754  31.40366649176961 
 2.042144724302512  2.0378771998319705  2.0421447243025117  2.037877384238436  2.042144724302512  31.40166156503947  2.0337284970251113  31.40166156503947  2.042144724302512  31.401446458811822  2.0336884389646794  31.401446458811822 
 0.10209831504642088  0.09415167771082947  0.10209831504642086  0.09415054802476472  0.10209831504642088  1.5699719476363607  0.09415167771082947  1.5699719476363607  0.10209831504642086  1.569959569273075  0.09415054802476472  1.569959569273075 
 0.1021072362151256  0.09332370789521188  0.1021072362151256  0.09328287576368671  0.1021072362151256  1.5561941774307204  0.09332370789521188  1.5561941774307204  0.1021072362151256  1.5554144775716774  0.09328287576368671  1.5554144775716774 
 0.10211615972278651  0.09324716817797057  0.1021161597227865  0.09321042878210685  0.10211615972278651  1.5549241581956772  0.09324716817797057  1.5549241581956772  0.1021161597227865  1.5542038439176988  0.09321042878210685  1.5542038439176988 
 0.10212508557042585  0.09320257083152653  0.10212508557042586  0.09317061176666622  0.10212508557042585  1.5541840729890193  0.09320257083152653  1.5541840729890193  0.10212508557042586  1.5535381417477316  0.09317061176666622  1.5535381417477316 
 0.10213401375906649  0.09317026549090382  0.10213401375906649  0.09314222965986874  0.10213401375906649  1.5536483795743297  0.09317026549090382  1.5536483795743297  0.10213401375906649  1.5530638347785726  0.09314222965986874  1.5530638347785726 
 0.10212508557042586  0.09314523143850033  0.10212508557042589  0.09312048318098658  0.10212508557042586  1.5532329784990067  0.09314523143850033  1.5532329784990067  0.10212508557042589  1.552699997816975  0.09312048318098658  1.552699997816975 
 0.10211615972278652  0.09312510221546015  0.1021161597227865  0.09310317388348428  0.10211615972278652  1.5528988779168271  0.09312510221546015  1.5528988779168271  0.1021161597227865  1.5524101713759293  0.09310317388348428  1.5524101713759293 
 0.10210723621512563  0.09310850682602359  0.10210723621512559  0.09308904062726131  0.10210723621512563  1.5526235294480328  0.09310850682602359  1.5526235294480328  0.10210723621512559  1.5521735074141656  0.09308904062726131  1.5521735074141656 
 0.10209831504642086  0.09309455666730679  0.10209831504642088  0.09307726963981627  0.10209831504642086  1.5523921638540588  0.09309455666730679  1.5523921638540588  0.10209831504642088  1.5519764020887792  0.09307726963981627  1.5519764020887792 
 0.10212508557042585  0.09308263745835801  0.10212508557042585  0.09306729968839035  0.10212508557042585  1.5521960093235123  0.09308263745835801  1.5521960093235123  0.10212508557042585  1.5518108482251665  0.09306729968839035  1.5518108482251665 
 0.10215187716344604  0.09307230723221153  0.10215187716344602  0.0930587280253744  0.10215187716344604  1.5520270045135713  0.09307230723221153  1.5520270045135713  0.10215187716344602  1.5516694331399847  0.0930587280253744  1.5516694331399847 
 0.10217868985313218  0.09306323981787122  0.10217868985313218  0.09305125807088885  0.10217868985313218  1.5518791933327916  0.09306323981787122  1.5518791933327916  0.10217868985313218  1.5515466705094278  0.09305125807088885  1.5515466705094278 
 0.102205523667186  0.09305519057995401  0.10220552366718602  0.09304466819507055  0.102205523667186  1.5517484555320629  0.09305519057995401  1.5517484555320629  0.10220552366718602  1.5514388077748096  0.09304466819507055  1.5514388077748096 
 0.10222342462601794  0.09304797325631489  0.10222342462601794  0.09303879038447906  0.10222342462601794  1.5516313027219686  0.09304797325631489  1.5516313027219686  0.10222342462601794  1.5513426662805196  0.09303879038447906  1.5513426662805196 
 0.10224133499402678  0.09304144439945948  0.10224133499402678  0.0930334959212004  0.10224133499402678  1.5515255108291441  0.09304144439945948  1.5515255108291441  0.10224133499402678  1.5512562467942295  0.0930334959212004  1.5512562467942295 
 0.10225925477945824  0.09303549228837509  0.10225925477945823  0.09302868517136671  0.10225925477945824  1.551429345018866  0.09303549228837509  1.551429345018866  0.10225925477945823  1.5511780059100937  0.09302868517136671  1.5511780059100937 
 0.10227718399056812  0.0930300288209122  0.10227718399056811  0.09302428010769355  0.10227718399056814  1.5513413451834654  0.09303002882091221  1.5513413451834654  0.10227718399056814  1.5511066420398127  0.09302428010769354  1.5511066420398127 
 0.1023220483099564  0.09302498137980351  0.10232204830995642  0.09302021605409996  0.1023220483099564  1.5512601036946443  0.0930249813798035  1.5512601036946443  0.1023220483099564  1.5510406304666822  0.09302021605409996  1.5510406304666822 
 0.1023669717209586  0.09302029443311945  0.10236697172095859  0.0930164458963733  0.1023669717209586  1.551184995814393  0.09302029443311946  1.551184995814393  0.10236697172095859  1.5509795973880267  0.0930164458963733  1.5509795973880267 
 0.10241195435340639  0.09301592108280261  0.1024119543534064  0.09301292857551037  0.1024119543534064  1.5511143620840084  0.09301592108280261  1.5511143620840084  0.10241195435340637  1.550921915019614  0.09301292857551038  1.550921915019614 
 0.1024569963375313  0.09301182164550113  0.1024569963375313  0.09300963047133246  0.10245699633753132  1.5510473430251206  0.09301182164550115  1.5510473430251206  0.1024569963375313  1.550866753481356  0.09300963047133244  1.550866753481356 
 0.10249307274581043  0.09300801188802779  0.10249307274581045  0.09300656991524632  0.10249307274581045  1.5510032759297956  0.0930080118880278  1.5510032759297956  0.10249307274581045  1.550836888696894  0.09300656991524633  1.550836888696894 
 0.10252918728982968  0.09300438229332975  0.10252918728982968  0.09300364420555261  0.10252918728982968  1.5509457765808847  0.09300438229332977  1.5509457765808847  0.10252918728982968  1.5507900440751843  0.09300364420555263  1.5507900440751843 
 0.10256534003682409  0.09300094871478713  0.10256534003682413  0.0930008732022198  0.10256534003682413  1.5508916977294418  0.09300094871478712  1.5508916977294418  0.10256534003682412  1.5507459629340736  0.0930008732022198  1.5507459629340736 
 0.10260153105419491  0.0929976930749788  0.1026015310541949  0.0929982401099748  0.10260153105419491  1.5508415145662207  0.0929976930749788  1.5508415145662207  0.1026015310541949  1.5507053595321978  0.0929982401099748  1.5507053595321978 
 0.10261964093537983  0.09299459789701021  0.10261964093537985  0.09299573125453107  0.10261964093537983  1.5507941306946869  0.09299459789701021  1.5507941306946869  0.10261964093537985  1.5506671967613925  0.09299573125453107  1.5506671967613925 
 0.10263776040950982  0.09299164694673447  0.10263776040950984  0.0929933359948543  0.10263776040950982  1.550748936903343  0.09299164694673447  1.550748936903343  0.10263776040950984  1.5506307190281248  0.0929933359948543  1.5506307190281248 
 0.10265588948505695  0.09298882679596282  0.10265588948505695  0.0929910403798721  0.10265588948505695  1.5507059113871893  0.09298882679596282  1.5507059113871893  0.10265588948505695  1.550595968525222  0.0929910403798721  1.550595968525222 
 0.10267402817050374  0.0929861257444634  0.10267402817050372  0.0929888357760379  0.10267402817050374  1.5506648749112444  0.0929861257444634  1.5506648749112444  0.10267402817050372  1.5505627928189891  0.0929888357760379  1.5505627928189891 
 0.10264229177793258  0.09298353282293194  0.10264229177793258  0.09298671197857737  0.10264229177793258  1.5506235363472427  0.09298353282293194  1.5506235363472427  0.10264229177793258  1.5505290614048717  0.09298671197857737  1.5505290614048717 
 0.10261058479619835  0.09298103863710726  0.10261058479619835  0.09298466491435033  0.10261058479619835  1.550582762031748  0.09298103863710726  1.550582762031748  0.10261058479619835  1.5504955579545752  0.09298466491435033  1.5504955579545752 
 0.10257890717990295  0.09297863519551754  0.10257890717990296  0.09298268704494839  0.10257890717990295  1.5505432088244433  0.09297863519551754  1.5505432088244433  0.10257890717990296  1.5504629873628761  0.09298268704494839  1.5504629873628761 
