New Delhi Delhi IND
December to December - daily simulation
28.58
216
Temp	WindVel	WindDir	SDirR	SDiffR	DTemp	DWVel	DWDir	DSDirR	DSDiffR	omega	Domega	Declination
10.5	0.1	6	0	0	-0.7	-0.1	-6	0	0	0.0066	-0.0001	-23.35
9.8	0	0	0	0	0.1	0.1	94	0	0	0.0065	-0.0002	-23.35
9.9	0.1	94	0	0	-0.8	0.2	100	0	0	0.0063	0	-23.35
9.1	0.3	194	0	0	0.5	-0.3	-194	0	0	0.0063	0.0004	-23.35
9.6	0	0	0	0	0.1	0.2	26	0	0	0.0067	0	-23.35
9.7	0.2	26	0	0	1.3	0.4	47	0	0	0.0067	0	-23.35
11	0.6	73	0	0	1.4	0.5	39	0	0	0.0067	-0.0001	-23.35
12.4	1.1	112	0	0	2.6	0.7	36	351	44	0.0066	0	-23.35
15	1.8	148	351	44	2.2	0.6	10	299	26	0.0066	0.0001	-23.35
17.2	2.4	158	650	70	2.4	0.4	-1	288	-21	0.0067	0	-23.35
19.6	2.8	157	938	49	1.1	0	-16	-16	17	0.0067	0.0001	-23.35
20.7	2.8	141	922	66	0.9	-0.2	-5	-93	31	0.0068	0.0001	-23.35
21.6	2.6	136	829	97	0	-0.4	-1	-503	145	0.0069	0	-23.35
21.6	2.2	135	326	242	0.2	-0.3	13	199	-90	0.0069	0.0001	-23.35
21.8	1.9	148	525	152	-0.8	-0.4	-1	-205	-5	0.007	-0.0002	-23.35
21	1.5	147	320	147	-1	-0.4	-12	-190	-57	0.0068	0.0003	-23.35
20	1.1	135	130	90	-2.3	-0.4	-43	-130	-90	0.0071	0	-23.35
17.7	0.7	92	0	0	-2	-0.4	-46	0	0	0.0071	0.0003	-23.35
15.7	0.3	46	0	0	-2.3	-0.3	-46	0	0	0.0074	0.0002	-23.35
13.4	0	0	0	0	-1	0	0	0	0	0.0076	0.0001	-23.35
12.4	0	0	0	0	-0.8	0	0	0	0	0.0077	0	-23.35
11.6	0	0	0	0	0	0	0	0	0	0.0077	-0.0002	-23.35
11.6	0	0	0	0	-0.7	0	9	0	0	0.0075	-0.0004	-23.35
10.9	0	9	0	0	-0.2	0.1	5	0	0	0.0071	-0.0004	-23.35
10.7	0.1	14	0	0	-0.9	-0.1	-14	0	0	0.0067	-0.0002	-23.35
9.8	0	0	0	0	-0.1	0	0	0	0	0.0065	-0.0001	-23.35
9.7	0	0	0	0	-0.5	0	0	0	0	0.0064	0.0001	-23.35
9.2	0	0	0	0	-0.4	0	0	0	0	0.0065	-0.0002	-23.35
8.8	0	0	0	0	-1.2	0	0	0	0	0.0063	-0.0001	-23.35
7.6	0	0	0	0	0.4	0	0	0	0	0.0062	0	-23.35
8	0	0	0	0	1.4	0	0	0	0	0.0062	0.0002	-23.35
9.4	0	0	0	0	3.7	0	53	178	53	0.0064	0.0005	-23.35
13.1	0	53	178	53	3.7	0.3	43	524	10	0.0069	0.0005	-23.35
16.8	0.3	96	702	63	4	0.3	39	418	-43	0.0074	0.0006	-23.35
20.8	0.6	135	1120	20	1.8	0.3	-12	-130	31	0.008	0	-23.35
22.6	0.9	123	990	51	0.8	0.2	-26	-264	74	0.008	0.0001	-23.35
23.4	1.1	97	726	125	-1	0	-52	-388	114	0.0081	-0.0003	-23.35
22.4	1.1	45	338	239	-0.9	-0.3	-28	-254	-44	0.0078	0.0002	-23.35
21.5	0.8	17	84	195	-1.7	-0.4	-17	-12	-54	0.008	0.0001	-23.35
19.8	0.4	0	72	141	-1.2	-0.4	0	-38	-72	0.0081	0.0005	-23.35
18.6	0	0	34	69	-2	0	0	-34	-69	0.0086	-0.0001	-23.35
16.6	0	0	0	0	-1.4	0	8	0	0	0.0085	-0.0001	-23.35
15.2	0	8	0	0	-2	0	-8	0	0	0.0084	-0.0004	-23.35
13.2	0	0	0	0	-1	0	5	0	0	0.008	-0.0002	-23.35
12.2	0	5	0	0	-1.2	0.1	-5	0	0	0.0078	-0.0004	-23.35
11	0.1	0	0	0	-0.2	-0.1	0	0	0	0.0074	-0.0001	-23.35
10.8	0	0	0	0	-0.7	0	0	0	0	0.0073	-0.0001	-23.35
10.1	0	0	0	0	0.2	0	1	0	0	0.0072	0	-23.35
10.3	0	1	0	0	-0.3	0	-1	0	0	0.0072	-0.0004	-23.35
10	0	0	0	0	0.2	0	13	0	0	0.0068	0	-23.35
10.2	0	13	0	0	-0.8	0.1	-9	0	0	0.0068	-0.0003	-23.35
9.4	0.1	4	0	0	-0.2	-0.1	-4	0	0	0.0065	0.0002	-23.35
9.2	0	0	0	0	-0.2	0	0	0	0	0.0067	0.0002	-23.35
9	0	0	0	0	0.8	0	0	0	0	0.0069	0.0001	-23.35
9.8	0	0	0	0	1	0	0	0	0	0.007	-0.0001	-23.35
10.8	0	0	0	0	2.8	0.3	162	215	52	0.0069	0	-23.35
13.6	0.3	162	215	52	3	0.6	72	318	34	0.0069	-0.0001	-23.35
16.6	0.9	234	533	86	3.6	0.2	126	548	-61	0.0068	0.0001	-23.35
20.2	1.1	360	1081	25	2.3	0.3	-45	-275	68	0.0069	0.0001	-23.35
22.5	1.4	315	806	93	1.7	-0.5	19	257	-53	0.007	0.0002	-23.35
24.2	0.9	334	1063	40	0	-0.3	-64	-279	66	0.0072	-0.0002	-23.35
24.2	0.6	270	784	106	-0.2	-0.5	76	-240	41	0.007	-0.0003	-23.35
24	0.1	346	544	147	-1.3	0.6	-19	-291	9	0.0067	0	-23.35
22.7	0.7	327	253	156	-0.9	1	33	-133	-67	0.0067	0.0003	-23.35
21.8	1.7	360	120	89	-1.5	1.7	-139	-120	-86	0.007	0.0004	-23.35
20.3	3.4	221	0	3	-0.7	1.1	-69	0	-3	0.0074	0.0007	-23.35
19.6	4.5	152	0	0	-1	0.5	-130	0	0	0.0081	0.0006	-23.35
18.6	5	22	0	0	-0.4	-1.1	51	0	0	0.0087	0.0006	-23.35
18.2	3.9	73	0	0	-1.4	-1.5	7	0	0	0.0093	-0.0001	-23.35
16.8	2.4	80	0	0	-1.4	-1.8	100	0	0	0.0092	-0.0005	-23.35
15.4	0.6	180	0	0	-2.5	-0.6	-58	0	0	0.0087	-0.0006	-23.35
12.9	0	122	0	0	-1.7	0	-7	0	0	0.0081	-0.0007	-23.35
11.2	0	115	0	0	-1.8	0	-115	0	0	0.0074	-0.0006	-23.35
9.4	0	0	0	0	-0.3	0.2	14	0	0	0.0068	-0.0003	-23.35
9.1	0.2	14	0	0	-0.3	0.2	-14	0	0	0.0065	0.0001	-23.35
8.8	0.4	0	0	0	3.8	1.3	270	0	0	0.0066	0.0013	-23.35
12.6	1.7	270	0	0	-0.5	0.4	-264	0	0	0.0079	0.0001	-23.35
12.1	2.1	6	0	0	0.5	-0.1	15	0	0	0.008	0.0001	-23.35
12.6	2	21	0	0	1	-0.3	294	0	0	0.0081	0.0002	-23.35
13.6	1.7	315	0	0	2.1	-0.6	-130	97	50	0.0083	0	-23.35
15.7	1.1	185	97	50	2.2	-0.1	-114	146	68	0.0083	0.0002	-23.35
17.9	1	71	243	118	2.3	0.1	-49	299	9	0.0085	0.0001	-23.35
20.2	1.1	22	542	127	1.5	0.8	60	90	10	0.0086	0.0002	-23.35
21.7	1.9	82	632	137	1.2	0.5	129	-77	35	0.0088	-0.0001	-23.35
22.9	2.4	211	555	172	0.3	0.4	149	103	-32	0.0087	0.0002	-23.35
23.2	2.8	360	658	140	0.1	-0.5	-277	-358	69	0.0089	0	-23.35
23.3	2.3	83	300	209	-0.7	-0.7	-5	-97	-49	0.0089	0.0002	-23.35
22.6	1.6	78	203	160	-1.2	-1	259	-78	-70	0.0091	0	-23.35
21.4	0.6	337	125	90	-2.1	-0.6	-136	-125	-90	0.0091	0	-23.35
19.3	0	201	0	0	-2.3	0	-130	0	0	0.0091	-0.0001	-23.35
17	0	71	0	0	-2.4	0	-71	0	0	0.009	-0.0003	-23.35
14.6	0	0	0	0	-1.5	0.1	0	0	0	0.0087	-0.0004	-23.35
13.1	0.1	0	0	0	-1	0.1	0	0	0	0.0083	-0.0003	-23.35
12.1	0.2	0	0	0	0.1	-0.2	0	0	0	0.008	-0.0003	-23.35
12.2	0	0	0	0	0.3	0	2	0	0	0.0077	0	-23.35
12.5	0	2	0	0	0.7	0	-2	0	0	0.0077	0	-23.35
13.2	0	0	0	0	0.2	0	0	0	0	0.0077	0.0001	-23.35
13.4	0	0	0	0	0.1	0.4	48	0	0	0.0078	0	-23.35
13.5	0.4	48	0	0	-0.5	0.7	104	0	0	0.0078	0.0001	-23.35
13	1.1	152	0	0	-3.4	-1.1	-152	0	0	0.0079	-0.0012	-23.35
9.6	0	0	0	0	-1	0.1	0	0	0	0.0067	0	-23.35
8.6	0.1	0	0	0	0.7	0	12	0	0	0.0067	0.0005	-23.35
9.3	0.1	12	0	0	1.1	-0.1	-12	0	0	0.0072	0.0001	-23.35
10.4	0	0	0	0	3.6	0	63	99	49	0.0073	0.0004	-23.35
14	0	63	99	49	3.2	0.2	14	167	67	0.0077	-0.0001	-23.35
17.2	0.2	77	266	116	3.8	0.4	58	559	-46	0.0076	0	-23.35
21	0.6	135	825	70	1.5	0.4	-22	33	10	0.0076	-0.0006	-23.35
22.5	1	113	858	80	1	0.5	24	-399	119	0.007	-0.0005	-23.35
23.5	1.5	137	459	199	-0.7	0.2	-25	140	-43	0.0065	-0.0003	-23.35
22.8	1.7	112	599	156	-0.1	-0.2	42	-322	57	0.0062	0.0002	-23.35
22.7	1.5	154	277	213	-1.2	-0.4	-23	-108	-53	0.0064	0.0005	-23.35
21.5	1.1	131	169	160	-0.7	-0.5	4	-74	-73	0.0069	0.0004	-23.35
20.8	0.6	135	95	87	-2.2	-0.5	-81	-95	-87	0.0073	0.0003	-23.35
18.6	0.1	54	0	0	-1.4	-0.1	-20	0	0	0.0076	0.0002	-23.35
17.2	0	34	0	0	-2.2	0	-34	0	0	0.0078	0	-23.35
15	0	0	0	0	-0.6	0.2	73	0	0	0.0078	0	-23.35
14.4	0.2	73	0	0	-1.1	0.3	40	0	0	0.0078	-0.0002	-23.35
13.3	0.5	113	0	0	-0.1	0.1	67	0	0	0.0076	0.0001	-23.35
13.2	0.6	180	0	0	-1.2	-0.1	-48	0	0	0.0077	-0.0003	-23.35
12	0.5	132	0	0	-0.3	-0.3	-36	0	0	0.0074	-0.0002	-23.35
11.7	0.2	96	0	0	-1.1	-0.2	-96	0	0	0.0072	-0.0004	-23.35
10.6	0	0	0	0	0	0	0	0	0	0.0068	0	-23.35
10.6	0	0	0	0	-0.9	0	0	0	0	0.0068	-0.0002	-23.35
9.7	0	0	0	0	4.1	0.6	112	0	0	0.0066	0.0012	-23.35
13.8	0.6	112	0	0	-0.1	0.4	17	0	0	0.0078	-0.0001	-23.35
13.7	1	129	0	0	0.4	1	8	0	0	0.0077	0.0001	-23.35
14.1	2	137	0	0	0.1	0.8	-2	0	0	0.0078	-0.0001	-23.35
14.2	2.8	135	0	0	1.6	1	-1	97	49	0.0077	0.0002	-23.35
15.8	3.8	134	97	49	1.5	0.2	-3	354	47	0.0079	0.0005	-23.35
17.3	4	131	451	96	2.3	-0.1	4	200	8	0.0084	0.0009	-23.35
19.6	3.9	135	651	104	1.2	-0.9	2	39	17	0.0093	0.0004	-23.35
20.8	3	137	690	121	1.1	-0.7	9	-286	94	0.0097	0.0005	-23.35
21.9	2.3	146	404	215	-0.1	-0.6	11	-193	39	0.0102	-0.0002	-23.35
21.8	1.7	157	211	254	0.1	0.1	19	134	-53	0.01	0	-23.35
21.9	1.8	176	345	201	-0.9	0.1	15	-204	-43	0.01	-0.0004	-23.35
21	1.9	191	141	158	-0.8	0.3	11	-24	-68	0.0096	0	-23.35
20.2	2.2	202	117	90	-1.8	-0.3	-7	-117	-90	0.0096	-0.0002	-23.35
18.4	1.9	195	0	0	-1.2	-0.5	-20	0	0	0.0094	0	-23.35
17.2	1.4	175	0	0	-1.6	-0.8	-40	0	0	0.0094	-0.0001	-23.35
15.6	0.6	135	0	0	-0.6	-0.4	-47	0	0	0.0093	0.0002	-23.35
15	0.2	88	0	0	-1.1	-0.2	-51	0	0	0.0095	-0.0003	-23.35
13.9	0	37	0	0	-0.5	0	-37	0	0	0.0092	-0.0005	-23.35
13.4	0	0	0	0	-1.2	0	0	0	0	0.0087	-0.0007	-23.35
12.2	0	0	0	0	-0.4	0.2	0	0	0	0.008	-0.0005	-23.35
11.8	0.2	0	0	0	-0.4	-0.2	0	0	0	0.0075	-0.0004	-23.35
11.4	0	0	0	0	0.9	0.1	39	0	0	0.0071	0.0002	-23.35
12.3	0.1	39	0	0	0.5	0	39	0	0	0.0073	0.0002	-23.35
12.8	0.1	78	0	0	-1.8	-0.1	-78	0	0	0.0075	0.0003	-23.35
11	0	0	0	0	-0.5	0	0	0	0	0.0078	0	-23.35
10.5	0	0	0	0	0.7	0	0	0	0	0.0078	0.0001	-23.35
11.2	0	0	0	0	1	0	0	0	0	0.0079	0.0002	-23.35
12.2	0	0	0	0	2.5	0.5	98	123	49	0.0081	0.0006	-23.35
14.7	0.5	98	123	49	2.3	0.3	115	340	45	0.0087	0.0005	-23.35
17	0.8	213	463	94	2.6	0.3	102	244	-2	0.0092	0.0006	-23.35
19.6	1.1	315	707	92	1.1	-0.1	-311	-162	66	0.0098	0.0003	-23.35
20.7	1	4	545	158	0.8	-0.2	3	-322	102	0.0101	0.0002	-23.35
21.5	0.8	7	223	260	-0.3	-0.2	330	-113	-22	0.0103	-0.0001	-23.35
21.2	0.6	337	110	238	0	0.1	-23	-72	-77	0.0102	0	-23.35
21.2	0.7	314	38	161	-0.9	0.1	-1	66	-9	0.0102	0.0001	-23.35
20.3	0.8	313	104	152	-0.7	0.3	24	-71	-83	0.0103	0.0001	-23.35
19.6	1.1	337	33	69	-1.7	0	20	-33	-69	0.0104	-0.0004	-23.35
17.9	1.1	357	0	0	-1.3	-0.1	-7	0	0	0.01	-0.0001	-23.35
16.6	1	350	0	0	-1.6	-0.4	-58	0	0	0.0099	-0.0003	-23.35
15	0.6	292	0	0	-0.4	-0.3	-95	0	0	0.0096	0	-23.35
14.6	0.3	197	0	0	-0.7	-0.3	-112	0	0	0.0096	-0.0003	-23.35
13.9	0	85	0	0	0.1	0	-85	0	0	0.0093	-0.0001	-23.35
14	0	0	0	0	-0.7	0	0	0	0	0.0092	-0.0005	-23.35
13.3	0	0	0	0	-0.4	0	0	0	0	0.0087	-0.0002	-23.35
12.9	0	0	0	0	-0.9	0	0	0	0	0.0085	-0.0004	-23.35
12	0	0	0	0	-0.2	0.2	30	0	0	0.0081	-0.0001	-23.35
11.8	0.2	30	0	0	-0.7	-0.2	-2	0	0	0.008	-0.0003	-23.35
11.1	0	28	0	0	-0.5	0.6	309	0	0	0.0077	-0.0016	-23.35
10.6	0.6	337	0	0	0.2	0.9	-47	0	0	0.0061	-0.0006	-23.35
10.8	1.5	290	0	0	1.4	0.6	-53	0	0	0.0055	-0.0005	-23.35
12.2	2.1	237	0	0	2	0.1	-215	0	0	0.005	0.0003	-23.35
14.2	2.2	22	0	0	2.7	-0.3	-22	427	43	0.0053	0.0007	-23.35
16.9	1.9	0	427	43	2.4	-0.5	0	381	4	0.006	0.0007	-23.35
19.3	1.4	0	808	47	2.1	-0.3	0	23	21	0.0067	0.0003	-23.35
21.4	1.1	0	831	68	1.1	0.2	65	-56	32	0.007	-0.0004	-23.35
22.5	1.3	65	775	100	0.6	0.4	198	-521	158	0.0066	-0.0004	-23.35
23.1	1.7	263	254	258	-0.1	0.5	74	153	-49	0.0062	-0.0003	-23.35
23	2.2	337	407	209	-0.2	0.1	-227	-75	-5	0.0059	0	-23.35
22.8	2.3	110	332	204	-1	-0.4	-72	-135	-43	0.0059	0.0003	-23.35
21.8	1.9	38	197	161	-1.4	-0.8	299	-128	-78	0.0062	0.0007	-23.35
20.4	1.1	337	69	83	-2.3	-0.8	-222	-69	-83	0.0069	0.0006	-23.35
18.1	0.3	115	0	0	-2.2	-0.3	-62	0	0	0.0075	-0.0001	-23.35
15.9	0	53	0	0	-2.3	0	-53	0	0	0.0074	-0.0003	-23.35
13.6	0	0	0	0	-1.2	0.6	173	0	0	0.0071	-0.0006	-23.35
12.4	0.6	173	0	0	-0.7	0.7	81	0	0	0.0065	-0.0003	-23.35
11.7	1.3	254	0	0	0.3	0.4	106	0	0	0.0062	0.0001	-23.35
12	1.7	360	0	0	0.2	-0.3	-135	0	0	0.0063	0.0006	-23.35
12.2	1.4	225	0	0	0.2	-0.6	-83	0	0	0.0069	0.0008	-23.35
12.4	0.8	142	0	0	-0.4	-0.8	-142	0	0	0.0077	0.0004	-23.35
12	0	0	0	0	-0.5	0	93	0	0	0.0081	-0.0001	-23.35
11.5	0	93	0	0	-0.7	0	72	0	0	0.008	-0.0009	-23.35
10.8	0	165	0	0	-0.4	0	-165	0	0	0.0071	-0.0011	-23.35
10.4	0	0	0	0	-0.3	0	2	0	0	0.006	-0.0002	-23.35
10.1	0	2	0	0	0.5	0.1	74	0	0	0.0058	0.0002	-23.35
10.6	0.1	76	0	0	1	0.5	194	0	0	0.006	0.0001	-23.35
11.6	0.6	270	0	0	2.5	0.8	-250	193	48	0.0061	0.0005	-23.35
14.1	1.4	20	193	48	2.8	1	61	555	6	0.0066	0.0002	-23.35
16.9	2.4	81	748	54	3.1	0.9	256	214	-10	0.0068	0.0003	-23.35
20	3.3	337	962	44	2	0.4	-118	157	-19	0.0071	-0.0004	-23.35
22	3.7	219	1119	25	1.2	-0.1	-162	-381	96	0.0067	-0.0003	-23.35
23.2	3.6	57	738	121	-0.2	-0.8	-35	-289	77	0.0064	-0.0005	-23.35
23	2.8	22	449	198	-0.6	-1	17	52	-39	0.0059	0.0002	-23.35
22.4	1.8	39	501	159	-1.2	-0.9	160	-305	3	0.0061	0.0002	-23.35
21.2	0.9	199	196	162	-1	-0.3	138	-64	-69	0.0063	0.0005	-23.35
20.2	0.6	337	132	93	-1.2	0.2	-219	-132	-93	0.0068	0	-23.35
19	0.8	118	0	0	-0.7	0.9	-26	0	0	0.0068	0	-23.35
18.3	1.7	92	0	0	-0.9	1.1	268	0	0	0.0068	-0.0005	-23.35
17.4	2.8	360	0	0	-0.5	1	-201	0	0	0.0063	-0.0002	-23.35
16.9	3.8	159	0	0	-1.1	0.3	-102	0	0	0.0061	-0.0002	-23.35
15.8	4.1	57	0	0	-1	-0.2	-35	0	0	0.0059	0.0002	-23.35
14.8	3.9	22	0	0	-1.6	-0.9	133	0	0	0.0061	-0.0002	-23.35
13.2	3	155	0	0	-1.1	-0.9	113	0	0	0.0059	0.0003	-23.35
12.1	2.1	268	0	0	-1.1	-1	92	0	0	0.0062	-0.0001	-23.35
11	1.1	360	0	0	-0.2	-0.6	-86	0	0	0.0061	0.0001	-23.35
10.8	0.5	274	0	0	-0.4	-0.4	-118	0	0	0.0062	-0.0002	-23.35
10.4	0.1	156	0	0	1.4	1	136	0	0	0.006	-0.0001	-23.35
11.8	1.1	292	0	0	-1.2	-0.2	27	0	0	0.0059	-0.0001	-23.35
10.6	0.9	319	0	0	-0.3	0	22	0	0	0.0058	0	-23.35
10.3	0.9	341	0	0	0.7	0.8	-49	0	0	0.0058	0.0002	-23.35
11	1.7	292	0	0	2	0.3	14	50	41	0.006	0.0001	-23.35
13	2	306	50	41	2.5	0.7	-5	412	52	0.0061	0.0004	-23.35
15.5	2.7	301	462	93	2.7	0.1	59	245	-2	0.0065	0.0003	-23.35
18.2	2.8	360	707	91	2.1	0.5	-358	200	-23	0.0068	0.0003	-23.35
20.3	3.3	2	907	68	1.5	-0.1	32	82	-12	0.0071	0.0002	-23.35
21.8	3.2	34	989	56	0.4	0.1	326	-171	41	0.0073	0.0002	-23.35
22.2	3.3	360	818	97	-0.2	-0.5	-356	-233	42	0.0075	0.0001	-23.35
22	2.8	4	585	139	-1	-0.3	310	-255	10	0.0076	0	-23.35
21	2.5	314	330	149	-1.2	-0.8	1	-322	-104	0.0076	0.0002	-23.35
19.8	1.7	315	8	45	-1.6	-0.3	-37	-8	-45	0.0078	0.0003	-23.35
18.2	1.4	278	0	0	-1.4	-0.7	40	0	0	0.0081	-0.0001	-23.35
16.8	0.7	318	0	0	-1.2	-0.1	19	0	0	0.008	-0.0004	-23.35
15.6	0.6	337	0	0	-0.6	-0.5	-288	0	0	0.0076	-0.0005	-23.35
15	0.1	49	0	0	-0.1	0.5	-15	0	0	0.0071	-0.0007	-23.35
14.9	0.6	34	0	0	0.3	0.5	326	0	0	0.0064	-0.0005	-23.35
15.2	1.1	360	0	0	0.3	1.4	-140	0	0	0.0059	-0.0003	-23.35
15.5	2.5	220	0	0	0.2	0.8	-94	0	0	0.0056	-0.0001	-23.35
15.7	3.3	126	0	0	-0.3	0.6	-81	0	0	0.0055	0.0002	-23.35
15.4	3.9	45	0	0	-0.8	-0.7	56	0	0	0.0057	0.0001	-23.35
14.6	3.2	101	0	0	-1.4	-0.9	69	0	0	0.0058	0	-23.35
13.2	2.3	170	0	0	-1.2	-0.6	-148	0	0	0.0058	-0.0002	-23.35
12	1.7	22	0	0	-1.4	-0.9	-12	0	0	0.0056	0.0001	-23.35
10.6	0.8	10	0	0	0	0	-7	0	0	0.0057	0.0001	-23.35
10.6	0.8	3	0	0	0.8	0.3	-3	0	0	0.0058	-0.0002	-23.35
11.4	1.1	0	0	0	2.6	1.1	8	110	47	0.0056	-0.0001	-23.35
14	2.2	8	110	47	2.7	0.8	7	660	4	0.0055	-0.0002	-23.35
16.7	3	15	770	51	2.9	0.3	7	381	-36	0.0053	-0.0001	-23.35
19.6	3.3	22	1151	15	1.4	-0.8	-4	-91	21	0.0052	0.0002	-23.35
21	2.5	18	1060	36	0.9	-1.1	-7	-398	105	0.0054	0.0003	-23.35
21.9	1.4	11	662	141	-0.3	-1.4	-11	-148	38	0.0057	0.0006	-23.35
21.6	0	0	514	179	-0.1	0	0	-132	9	0.0063	0.0004	-23.35
21.5	0	0	382	188	-0.8	0	0	-170	-25	0.0067	0.0001	-23.35
20.7	0	0	212	163	-0.7	0	0	-51	-68	0.0068	0.0003	-23.35
20	0	0	161	95	-1.8	0.3	2	-161	-95	0.0071	0.0001	-23.35
18.2	0.3	2	0	0	-1.7	0.1	2	0	0	0.0072	-0.0001	-23.35
16.5	0.4	4	0	0	-2.1	-0.4	-4	0	0	0.0071	0.0001	-23.35
14.4	0	0	0	0	-1.1	0	0	0	0	0.0072	0.0001	-23.35
13.3	0	0	0	0	-0.8	0	0	0	0	0.0073	0.0001	-23.35
12.5	0	0	0	0	0.3	0	0	0	0	0.0074	-0.0001	-23.35
12.8	0	0	0	0	0.2	0.6	4	0	0	0.0073	-0.0004	-23.35
13	0.6	4	0	0	0.8	1	11	0	0	0.0069	-0.0005	-23.35
13.8	1.6	15	0	0	0	0.6	7	0	0	0.0064	-0.0005	-23.35
13.8	2.2	22	0	0	0.1	0.5	8	0	0	0.0059	-0.0003	-23.35
13.9	2.7	30	0	0	-1	-0.5	-2	0	0	0.0056	-0.0001	-23.35
12.9	2.2	28	0	0	-0.5	-1.1	17	0	0	0.0055	0.0021	-23.35
12.4	1.1	45	0	0	-0.2	0.7	-6	0	0	0.0076	-0.0003	-23.35
12.2	1.8	39	0	0	-0.1	0.1	7	0	0	0.0073	-0.0001	-23.35
12.1	1.9	46	0	0	0.3	-0.2	-24	0	0	0.0072	-0.0002	-23.35
12.4	1.7	22	0	0	0.9	-0.6	24	12	27	0.007	0.0005	-23.35
13.3	1.1	46	12	27	1.5	0.1	14	236	86	0.0075	0.0005	-23.35
14.8	1.2	60	248	113	1.8	0.5	52	202	30	0.008	0.0007	-23.35
16.6	1.7	112	450	143	1.6	1.3	14	-162	84	0.0087	0	-23.35
18.2	3	126	288	227	1	1.2	26	-98	32	0.0087	0.0002	-23.35
19.2	4.2	152	190	259	0.2	0.8	-17	353	-87	0.0089	-0.0005	-23.35
19.4	5	135	543	172	-0.5	-0.3	4	-112	5	0.0084	0.0001	-23.35
18.9	4.7	139	431	177	-0.9	-1	-30	-270	-14	0.0085	-0.0004	-23.35
18	3.7	109	161	163	-1	-1.5	3	-78	-75	0.0081	0.0002	-23.35
17	2.2	112	83	88	-0.9	-0.9	-17	-83	-88	0.0083	0	-23.35
16.1	1.3	95	0	0	-0.6	-0.5	35	0	0	0.0083	0.0003	-23.35
15.5	0.8	130	0	0	-0.5	0.3	27	0	0	0.0086	-0.0003	-23.35
15	1.1	157	0	0	-0.6	0.4	64	0	0	0.0083	0.0002	-23.35
14.4	1.5	221	0	0	-0.7	0.4	10	0	0	0.0085	-0.0004	-23.35
13.7	1.9	231	0	0	-0.7	-0.2	-6	0	0	0.0081	-0.0002	-23.35
13	1.7	225	0	0	-0.6	-0.5	-82	0	0	0.0079	-0.0005	-23.35
12.4	1.2	143	0	0	-0.4	-0.8	-68	0	0	0.0074	-0.0002	-23.35
12	0.4	75	0	0	0	-0.4	-75	0	0	0.0072	-0.0002	-23.35
12	0	0	0	0	0.2	0	0	0	0	0.007	0.0003	-23.35
12.2	0	0	0	0	0.2	0.5	4	0	0	0.0073	0.0001	-23.35
12.4	0.5	4	0	0	0	-0.5	-4	0	0	0.0074	0.0006	-23.35
12.4	0	0	0	0	-0.1	0	0	0	0	0.008	0	-23.35
12.3	0	0	0	0	-0.5	0	13	0	0	0.008	-0.0001	-23.35
11.8	0	13	0	0	0.4	0	-13	0	0	0.0079	0	-23.35
12.2	0	0	0	0	0.2	1.5	134	19	31	0.0079	0	-23.35
12.4	1.5	134	19	31	1.2	1	49	144	84	0.0079	0.0002	-23.35
13.6	2.5	183	163	115	1	0.8	132	180	50	0.0081	0.0002	-23.35
14.6	3.3	315	343	165	1.5	-0.2	-15	-155	68	0.0083	0.0002	-23.35
16.1	3.1	300	188	233	0.6	0	-293	38	26	0.0085	-0.0001	-23.35
16.7	3.1	7	226	259	0.3	-0.3	330	15	-5	0.0084	-0.0003	-23.35
17	2.8	337	241	254	-1.1	0.6	-275	-41	-33	0.0081	-0.0005	-23.35
15.9	3.4	62	200	221	-1	0.5	-50	-175	-112	0.0076	-0.0007	-23.35
14.9	3.9	12	25	109	-1.5	0.5	348	59	-20	0.0069	-0.0005	-23.35
13.4	4.4	360	84	89	-0.6	-0.5	-180	-84	-89	0.0064	-0.0001	-23.35
12.8	3.9	180	0	0	-0.9	-0.8	-69	0	0	0.0063	-0.0001	-23.35
11.9	3.1	111	0	0	-0.3	-1.4	-89	0	0	0.0062	0.0001	-23.35
11.6	1.7	22	0	0	-1	-0.6	126	0	0	0.0063	0	-23.35
10.6	1.1	148	0	0	-0.4	-0.5	75	0	0	0.0063	0	-23.35
10.2	0.6	223	0	0	-0.4	0.5	137	0	0	0.0063	0	-23.35
9.8	1.1	360	0	0	0.8	0.2	-74	0	0	0.0063	0	-23.35
10.6	1.3	286	0	0	0.7	0.6	-59	0	0	0.0063	0.0002	-23.35
11.3	1.9	227	0	0	1.3	-0.2	-182	0	0	0.0065	0.0003	-23.35
12.6	1.7	45	0	0	0.3	-0.2	-30	0	0	0.0068	0.0004	-23.35
12.9	1.5	15	0	0	0.2	-0.9	-15	0	0	0.0072	0.0005	-23.35
13.1	0.6	0	0	0	-6.3	0.5	292	0	0	0.0077	-0.0027	-23.35
6.8	1.1	292	0	0	-0.9	0.7	-10	0	0	0.005	-0.0005	-23.35
5.9	1.8	282	0	0	0.2	0.5	2	0	0	0.0045	-0.0003	-23.35
6.1	2.3	284	0	0	1.1	0.5	8	0	0	0.0042	0	-23.35
7.2	2.8	292	0	0	2.5	0.4	19	85	44	0.0042	0.0001	-23.35
9.7	3.2	311	85	44	2.7	0.8	15	243	66	0.0043	0.0004	-23.35
12.4	4	326	328	110	2.8	1	11	709	-79	0.0047	0.0002	-23.35
15.2	5	337	1037	31	1.7	1.2	-3	95	-8	0.0049	0.0002	-23.35
